,GSM215347,GSM215348,GSM215349,GSM215350,GSM215351,GSM215352,GSM215353,GSM215354,GSM215355,GSM215356,GSM215357,GSM215358
240355_at,43.1,28.4,77.1,55.6,21.3,59.1,28.9,54.3,45.5,53.7,48.0,79.6
240356_s_at,4.4,2.4,12.7,3.4,2.4,9.4,27.9,0.9,2.2,15.5,1.0,18.0
240357_at,77.2,45.7,45.7,49.8,57.9,34.2,2.2,25.6,27.4,21.5,38.0,21.8
240358_at,45.9,4.1,20.8,13.8,5.8,20.5,16.1,1.2,11.5,7.0,28.1,1.6
240359_at,27.0,13.8,54.8,32.3,22.8,18.6,18.9,5.6,16.3,21.8,20.7,34.6
240360_at,57.1,7.6,8.4,15.0,3.1,2.8,22.2,2.9,4.4,5.0,14.7,4.2
240361_at,1.0,1.4,2.2,3.5,1.8,7.0,2.0,12.6,8.0,1.0,2.9,7.7
240362_at,3.5,9.2,22.1,10.8,19.9,16.8,11.7,26.3,23.2,5.6,18.3,1.1
240363_at,62.7,84.3,121.6,108.4,78.3,49.9,87.3,73.6,74.4,92.9,88.9,60.0
240364_at,13.5,15.9,1.8,12.8,3.9,4.7,4.0,26.3,11.4,0.7,0.8,14.7
240365_at,18.7,45.3,16.9,13.9,0.5,33.6,15.6,11.9,15.4,15.3,11.6,19.6
240366_at,11.3,2.1,20.9,22.1,0.8,22.8,9.9,7.4,1.1,4.7,19.2,33.3
240367_at,52.3,52.3,48.5,32.7,67.5,34.1,36.2,9.2,44.8,18.5,20.7,21.4
240368_at,31.0,9.2,26.7,22.2,36.5,28.4,11.9,3.0,14.9,7.0,30.0,17.1
240369_at,7.2,34.4,18.1,26.6,34.1,20.4,5.3,39.7,5.6,5.0,4.9,32.0
240370_at,63.5,52.0,57.3,53.7,38.8,41.5,57.5,44.4,51.5,62.2,38.3,47.0
240371_at,10.7,41.1,25.5,38.8,4.6,20.3,3.0,3.3,23.1,25.2,41.3,8.4
240372_at,37.7,58.8,31.7,31.7,28.7,9.1,19.4,21.8,5.7,32.7,39.4,11.5
240373_at,2.3,2.8,110.2,39.6,43.1,12.8,40.7,30.7,27.4,12.6,27.5,11.9
240374_at,42.7,22.6,46.1,30.1,4.4,16.0,37.9,8.6,3.5,2.9,12.6,39.6
240375_at,8.8,1.6,18.1,2.8,12.2,2.8,1.7,18.5,1.9,26.8,1.0,15.0
240376_s_at,8.9,2.6,2.8,2.3,6.6,2.4,9.0,4.3,5.7,3.3,7.5,5.1
240377_at,2.7,6.6,14.7,17.5,3.9,4.0,2.2,14.7,26.6,4.0,2.6,2.4
240378_at,22.0,11.2,47.0,14.6,5.1,1.7,13.6,18.2,13.8,2.0,25.5,12.7
240379_at,22.2,4.5,4.5,12.1,12.5,7.5,4.3,4.7,14.7,9.6,22.7,8.8
240380_at,20.4,43.0,39.8,6.1,2.6,24.7,27.9,11.2,23.6,2.4,10.0,22.3
240381_at,22.7,17.5,6.7,8.8,16.6,14.0,17.3,4.1,20.4,5.2,5.1,2.9
240382_at,2.1,43.1,0.7,11.6,1.1,0.7,2.8,0.5,1.9,3.5,1.5,11.1
240383_at,230.2,106.0,129.5,152.1,117.4,143.6,175.4,187.9,152.6,196.7,198.2,228.9
240384_at,4.5,10.8,1.9,7.0,5.8,4.8,1.0,4.5,6.6,28.3,22.8,3.1
240385_at,9.6,1.7,36.7,28.7,5.6,26.4,17.0,17.2,24.1,40.8,24.9,35.2
240386_at,0.5,21.9,18.0,0.6,7.0,15.1,6.8,13.5,0.8,19.5,12.3,6.7
240387_at,2.3,3.1,2.8,2.4,2.1,3.1,2.6,2.5,2.5,3.3,1.9,2.3
240388_at,54.6,44.4,20.5,20.1,54.5,45.8,31.6,31.4,17.0,49.6,31.1,35.0
240389_at,744.2,589.3,570.8,210.9,253.5,207.8,336.4,242.5,218.0,562.5,302.5,420.6
240390_at,4.8,14.7,24.9,10.8,1.8,17.6,3.8,17.5,11.3,4.6,18.0,7.0
240391_at,73.5,88.3,108.5,62.2,73.7,71.7,87.0,103.9,77.6,74.3,71.8,78.0
240392_at,93.4,108.0,30.1,11.5,48.8,31.4,69.1,46.7,36.9,44.8,71.6,110.5
240393_at,87.0,27.7,81.4,86.9,52.0,71.1,55.7,59.6,44.7,67.9,49.2,24.2
240394_at,18.3,14.3,41.4,19.1,5.5,3.4,2.0,14.7,8.1,3.2,22.9,14.5
240395_at,90.4,62.6,60.5,21.9,30.2,31.7,51.1,41.0,23.7,43.6,28.4,39.3
240396_at,2.6,2.2,18.2,10.0,19.9,25.0,13.4,5.5,14.9,8.6,13.1,1.0
240397_x_at,21.3,12.7,6.1,8.5,2.6,32.3,2.5,21.2,4.9,1.6,15.2,2.4
240398_at,7.8,7.7,32.2,26.7,5.4,5.7,11.8,10.9,1.9,10.8,6.0,16.4
240399_at,83.5,58.4,88.8,94.3,73.1,125.6,87.2,61.9,109.1,68.6,109.2,93.8
240400_at,18.4,14.6,43.2,18.5,47.3,13.4,21.5,39.6,29.7,22.9,28.0,25.3
240401_at,2.7,9.5,1.1,7.6,13.3,6.0,3.5,0.7,8.5,0.9,10.4,11.5
240402_at,2.1,20.5,1.8,1.0,2.3,6.5,3.1,1.2,3.4,2.1,3.0,2.9
240403_at,18.4,12.9,29.1,31.0,18.3,34.0,4.5,28.7,49.7,28.2,16.3,32.7
240404_at,29.5,4.9,3.8,5.8,6.2,4.4,18.6,5.3,4.7,2.8,3.3,9.2
240405_at,417.5,421.3,271.0,146.8,154.8,79.3,192.4,95.7,103.8,276.7,93.5,298.1
240406_at,25.0,4.9,2.2,25.8,2.2,5.0,4.6,1.0,2.6,6.3,1.5,2.0
240407_at,3.1,14.4,26.1,24.5,26.7,7.9,17.2,3.5,14.5,10.7,10.6,1.8
240408_at,0.6,1.2,3.1,10.3,2.5,1.5,14.1,2.3,3.0,6.0,0.8,0.9
240409_at,13.1,26.3,16.4,9.0,17.6,9.6,10.1,1.9,12.8,20.8,6.0,2.4
240410_at,81.0,82.8,98.6,65.8,19.0,47.9,64.5,44.2,44.4,55.5,81.9,67.8
240411_at,2.5,39.7,32.0,6.0,18.2,25.3,1.7,6.6,16.3,14.2,33.1,4.7
240412_s_at,13.4,4.7,20.9,4.3,41.6,4.7,2.1,14.7,10.4,27.7,4.9,1.0
240413_at,26.4,1.9,2.1,0.6,1.1,1.6,3.2,1.7,18.5,1.9,1.5,9.4
240414_at,3.8,12.3,21.1,1.5,15.2,0.7,29.6,3.7,17.2,29.5,9.7,9.9
240415_at,26.0,32.1,11.0,22.2,26.0,30.9,9.2,18.7,10.0,23.2,26.6,12.7
240416_at,4.4,2.7,19.5,4.0,2.6,1.2,3.2,17.9,18.4,23.3,18.3,17.6
240417_at,1.0,16.9,32.2,31.0,42.9,20.1,37.1,48.8,15.6,24.1,6.6,7.7
240418_at,37.2,73.4,38.1,34.0,20.3,16.7,31.5,57.4,27.4,61.4,43.0,44.6
240419_at,1.9,25.0,2.1,3.0,2.2,6.6,15.8,4.8,4.3,18.2,0.8,4.8
240420_at,10.3,0.8,1.3,0.8,1.5,2.4,10.6,2.0,0.6,13.5,9.6,15.2
240421_x_at,53.6,28.1,35.5,38.1,32.6,30.6,45.2,42.9,55.7,32.4,44.8,40.4
240422_at,29.9,49.7,29.2,16.5,20.5,2.4,14.4,5.4,25.6,39.8,26.0,5.7
240423_at,1.9,3.0,24.9,26.3,20.5,26.2,13.7,0.7,1.2,6.8,0.7,17.4
240424_s_at,14.8,11.0,11.5,5.2,24.5,10.6,2.8,9.3,2.4,3.7,4.7,3.8
240425_x_at,15.3,1.7,1.6,1.9,5.2,0.8,2.5,2.7,2.0,10.3,11.6,2.4
240426_at,32.3,14.8,9.6,9.5,2.4,14.3,26.1,16.1,9.6,23.5,14.6,16.4
240427_at,0.5,13.6,2.7,11.5,1.3,1.8,3.0,6.9,2.7,16.2,7.8,2.0
240428_at,22.2,16.5,13.3,23.8,2.4,7.4,11.2,14.5,19.8,30.4,21.8,5.9
240429_at,55.5,74.2,54.8,28.1,36.8,21.7,63.0,30.5,44.3,61.8,70.2,79.3
240430_at,57.6,92.5,96.2,40.7,42.1,53.9,84.1,64.3,69.6,49.3,59.8,72.9
240431_at,3.2,3.4,20.4,4.6,21.5,20.8,2.9,12.9,26.9,14.3,8.8,12.9
240432_x_at,75.3,46.3,76.1,18.2,26.6,21.4,14.7,39.9,58.2,44.4,76.7,44.5
240433_x_at,1.1,21.4,1.2,26.2,1.2,20.1,1.1,9.2,2.3,6.3,12.4,2.2
240434_at,37.1,12.5,11.9,17.1,15.8,12.8,6.6,15.1,5.8,12.9,7.5,11.6
240435_at,64.2,49.9,68.6,41.3,55.8,40.9,30.3,47.5,64.8,70.4,34.6,34.0
240436_at,37.2,44.9,40.3,15.6,37.4,43.0,32.2,41.2,31.6,58.9,39.3,17.4
240437_at,29.2,35.5,23.2,4.5,36.2,2.8,15.8,6.9,31.9,31.6,2.3,21.7
240438_at,17.7,15.8,17.7,16.3,12.5,9.0,30.4,35.3,18.7,4.9,14.1,15.3
240439_at,3.8,12.6,22.1,31.3,9.1,10.9,9.6,36.4,16.1,24.3,28.8,24.1
240440_at,180.6,119.8,113.4,87.3,67.8,50.0,114.1,87.9,95.0,135.8,95.1,116.7
240441_at,26.9,1.5,5.0,16.4,4.3,5.3,6.5,2.0,4.5,22.5,17.6,26.2
240442_at,95.1,88.0,28.0,63.3,35.2,96.6,68.4,44.2,42.1,83.3,61.7,72.5
240443_at,91.4,60.7,6.8,53.2,43.6,8.2,6.7,8.1,57.2,28.0,50.0,26.9
240444_x_at,3.1,9.3,3.7,4.3,1.3,1.3,5.0,20.1,3.0,34.1,1.0,15.6
240445_at,18.8,37.7,25.4,46.8,56.1,1.8,7.5,30.8,30.6,46.3,45.0,44.3
240446_at,19.8,32.2,43.5,25.1,42.1,25.2,37.7,49.9,20.6,30.8,23.6,37.3
240447_at,5.7,24.9,34.9,20.4,3.5,2.3,0.6,17.1,0.9,28.4,4.6,15.6
240448_at,2.0,1.0,2.3,18.9,20.7,5.9,1.2,14.8,16.6,3.0,1.4,2.7
240449_at,30.2,56.7,38.4,61.4,62.9,18.7,47.6,59.8,22.7,64.8,45.1,36.8
240450_at,2.9,1.1,4.0,16.2,4.5,12.0,2.1,14.9,0.9,11.4,21.3,8.4
240451_at,30.4,7.9,40.5,28.8,37.0,27.9,30.4,29.7,11.2,12.2,11.6,3.2
240452_at,130.4,253.5,160.0,201.4,241.3,200.7,281.8,252.7,235.5,125.9,174.2,143.3
240453_at,0.9,0.9,1.4,4.4,1.8,11.3,19.1,14.2,10.7,1.4,1.9,8.2
240454_at,50.3,44.4,50.3,15.7,5.7,29.4,59.4,26.6,36.0,38.3,38.3,35.5
240455_at,6.4,4.2,10.4,58.1,43.8,37.0,26.3,45.4,49.6,20.2,4.0,7.5
240456_at,21.2,29.9,26.2,22.1,33.7,10.6,12.7,25.1,28.1,54.1,33.1,25.1
240457_at,17.7,39.3,31.6,10.2,4.6,7.3,8.5,2.3,11.3,17.1,6.7,16.3
240458_at,118.9,139.8,126.4,48.5,61.2,55.0,73.7,51.0,52.9,64.8,92.0,87.4
240459_at,44.5,15.6,33.1,13.2,11.5,57.5,24.8,35.3,48.8,46.7,33.8,38.8
240460_at,10.7,26.3,27.8,28.7,18.0,3.0,19.7,6.6,4.0,11.8,8.7,16.8
240461_at,23.7,23.4,15.5,21.2,1.6,32.8,17.3,17.4,24.9,7.6,2.1,25.7
240462_at,17.0,9.6,52.3,3.7,26.4,1.7,12.8,9.8,7.2,9.7,2.0,7.5
240463_at,0.4,1.7,29.0,10.4,1.0,3.3,6.4,1.2,4.5,8.6,1.8,1.4
240464_at,2.4,7.3,4.9,4.3,7.0,1.8,4.1,6.3,10.6,6.2,2.9,2.3
240465_at,15.5,6.4,25.0,13.3,8.1,14.3,22.9,12.5,34.6,29.3,10.3,14.9
240466_at,29.6,24.7,2.8,9.5,8.2,7.7,12.5,14.8,10.5,39.7,26.3,8.9
240467_at,0.7,14.2,20.3,18.3,6.6,4.7,24.4,20.2,12.7,18.5,0.7,13.8
240468_at,2.1,2.1,39.9,2.7,4.4,2.3,16.3,6.6,3.1,2.0,12.8,2.2
240469_at,18.9,0.9,2.1,2.7,0.2,2.8,4.9,7.8,8.3,16.0,0.8,0.5
240470_at,4.5,1.4,4.8,5.2,10.6,0.9,1.8,2.2,4.1,2.3,0.8,3.7
240471_at,5.8,12.8,42.4,26.1,13.6,27.7,6.6,2.6,23.9,11.2,16.6,20.7
240472_at,9.2,25.7,9.7,8.8,3.8,9.9,15.1,0.8,15.6,19.5,3.8,15.1
240473_at,40.0,4.0,85.4,5.1,72.2,26.7,34.1,3.6,8.6,30.2,40.7,73.9
240474_x_at,26.7,21.0,29.4,28.4,16.8,13.6,12.1,8.1,8.6,22.0,26.4,0.4
240475_at,7.0,1.2,3.3,1.1,1.0,2.1,13.4,9.5,0.9,3.5,0.4,1.7
240476_at,13.1,1.4,1.3,0.5,9.6,10.7,1.0,17.1,0.8,1.0,0.7,1.1
240477_at,5.1,26.4,20.6,15.0,11.5,33.1,9.6,8.3,19.0,11.8,0.7,6.8
240478_at,234.5,183.1,188.5,175.5,217.6,205.4,278.8,237.4,210.0,170.8,136.2,156.0
240479_at,38.7,49.6,73.9,30.1,28.0,37.9,17.2,45.2,27.4,53.3,64.5,50.6
240480_at,5.1,3.1,2.5,0.4,1.0,19.3,0.7,0.3,5.4,8.2,0.7,3.8
240481_at,286.5,284.8,277.9,162.5,220.1,284.9,258.4,216.3,242.9,321.9,250.5,284.2
240482_at,73.2,78.7,73.9,147.5,94.7,105.3,99.7,161.7,92.7,130.5,58.6,72.6
240483_at,16.7,2.2,39.2,4.7,3.9,16.9,28.0,15.1,5.2,2.0,2.8,6.2
240484_at,34.1,3.1,20.1,21.8,5.1,47.1,19.9,11.3,21.5,30.8,1.8,5.0
240485_at,26.5,29.0,33.1,12.2,2.1,19.4,2.7,22.5,13.2,44.9,18.9,18.1
240486_at,99.2,59.6,75.2,87.5,52.9,57.1,110.6,88.4,90.9,93.2,37.9,65.1
240487_at,5.5,21.0,34.9,21.8,36.7,29.1,18.6,24.4,27.7,3.9,11.7,2.8
240488_at,15.2,1.6,7.9,17.1,1.1,15.3,1.2,2.6,8.2,22.8,0.6,4.0
240489_at,12.9,4.6,28.1,2.1,25.6,19.2,26.2,15.2,5.3,3.5,3.2,1.8
240490_at,15.1,35.6,58.7,43.9,32.2,35.5,39.8,22.3,31.9,21.3,20.2,7.5
240491_at,14.5,26.5,9.5,8.4,4.4,15.3,16.3,5.0,59.3,35.5,24.6,5.4
240492_at,2.2,7.2,12.0,3.7,25.1,2.8,28.1,2.1,24.8,21.0,7.5,28.0
240493_at,18.9,50.0,4.0,32.1,14.4,27.9,23.8,11.0,26.3,26.1,19.5,39.6
240494_at,55.9,41.3,46.9,18.5,9.3,2.2,24.2,14.7,32.5,10.7,18.0,46.1
240495_at,14.3,14.9,5.1,32.2,30.0,44.1,11.8,14.5,35.5,24.9,18.1,34.9
240496_at,37.5,2.4,2.4,2.0,38.4,14.6,3.9,20.4,4.8,21.7,6.5,6.7
240497_at,50.3,30.5,11.8,25.5,26.2,41.7,20.7,31.9,29.2,33.5,23.4,27.9
240498_at,59.8,82.1,64.3,56.5,75.4,36.4,55.2,66.3,64.8,68.6,62.1,84.3
240499_at,143.8,153.2,140.0,124.3,135.2,124.2,169.2,122.0,90.7,195.4,177.2,201.5
240500_at,6.5,4.3,41.0,6.1,18.0,23.2,3.9,7.8,6.2,23.7,13.3,41.9
240501_at,39.9,37.0,12.3,42.5,40.6,44.6,3.3,19.9,10.1,40.1,26.9,44.7
240502_at,5.2,39.4,1.0,1.8,8.4,2.2,7.1,18.8,11.5,1.5,14.8,3.2
240503_at,23.5,2.5,2.5,34.1,33.7,37.9,17.8,34.8,0.8,24.0,11.8,26.0
240504_at,3.1,1.8,3.2,10.9,1.9,3.7,2.5,1.4,2.1,1.1,4.5,3.2
240505_at,35.7,26.8,48.1,9.5,32.5,52.2,1.8,10.4,26.4,33.4,6.1,38.3
240506_at,3.3,20.6,48.9,2.6,16.4,10.1,2.4,29.1,1.3,15.4,31.8,1.6
240507_at,5.0,17.1,8.9,3.4,11.7,5.9,6.7,3.3,7.5,34.8,20.8,39.2
240508_at,11.2,10.7,6.2,6.3,4.0,7.6,7.0,29.3,8.4,8.3,2.1,9.1
240509_s_at,1.3,3.4,6.2,14.8,2.3,2.0,0.7,1.2,2.3,9.4,13.1,2.4
240510_at,117.3,114.9,147.2,59.9,74.2,19.7,45.6,63.4,65.4,89.7,108.3,101.0
240511_at,25.3,37.0,42.0,1.6,7.7,13.7,4.4,16.8,9.0,33.1,4.7,2.9
240512_x_at,5.3,1.1,0.7,15.7,8.0,14.9,1.7,1.1,7.4,9.0,0.6,17.0
240513_at,45.5,50.3,38.0,39.5,51.6,41.5,71.4,45.3,51.4,36.2,34.5,32.3
240514_at,18.3,27.9,11.8,19.2,2.6,25.5,30.1,17.5,11.4,49.5,3.3,10.4
240515_at,20.1,18.0,23.9,31.2,29.2,27.2,23.4,34.2,36.0,25.3,5.8,63.9
240516_at,63.3,78.8,67.6,38.8,55.5,53.6,36.8,54.2,51.1,69.4,65.5,53.9
240517_at,26.2,53.0,45.4,18.8,33.3,13.0,7.4,6.8,8.0,4.9,22.3,15.1
240518_at,16.2,24.5,18.4,9.2,10.6,34.5,4.4,11.0,21.2,20.2,7.1,11.6
240519_at,8.9,2.5,32.6,8.9,18.3,1.2,2.0,7.4,17.5,32.7,25.9,4.7
240520_at,5.1,5.0,33.7,32.3,38.1,13.4,17.0,28.3,19.9,3.8,7.5,5.4
240521_at,50.9,36.6,75.4,18.7,3.3,20.0,4.5,39.8,5.3,28.3,41.3,46.1
240522_at,4.9,30.0,3.9,13.8,3.3,17.4,3.6,4.1,12.2,35.9,11.6,33.3
240523_at,15.0,10.8,11.9,1.5,2.7,0.5,1.1,17.7,13.2,0.5,2.9,9.1
240524_x_at,3.2,4.5,2.6,4.6,16.0,1.4,2.7,2.3,1.1,21.2,2.7,3.3
240525_at,30.0,30.8,24.9,17.3,25.7,12.2,2.6,24.7,27.7,3.5,18.8,10.8
240526_at,7.1,51.1,66.3,52.9,3.5,27.0,40.3,15.2,10.4,16.1,31.7,34.9
240527_at,17.8,60.8,18.5,5.3,57.4,35.2,8.5,39.1,59.3,9.6,17.0,11.9
240528_s_at,153.2,189.3,162.1,124.0,82.5,104.6,109.3,114.9,104.4,106.2,68.8,157.8
240529_at,15.1,49.5,63.0,49.7,51.0,50.6,73.1,31.4,17.2,40.1,33.1,43.8
240530_at,25.2,40.0,52.9,34.0,45.4,31.0,15.4,41.7,37.4,46.2,37.4,65.8
240531_at,2.1,1.8,1.5,1.5,2.0,5.0,0.7,1.3,3.7,1.1,5.5,1.4
240532_at,1.1,40.0,18.2,16.8,4.3,4.1,6.0,4.7,28.8,2.3,5.6,4.7
240533_at,4.9,12.4,1.1,17.8,1.6,3.9,3.8,20.3,4.9,14.8,2.9,9.8
240534_at,48.6,33.0,62.4,39.0,26.4,50.4,26.9,54.7,47.6,37.6,19.8,22.4
240535_at,61.4,47.5,34.9,13.4,36.9,10.9,35.0,34.5,59.3,71.3,10.8,5.9
240536_at,17.6,15.0,9.4,19.4,4.2,26.7,20.9,20.2,4.8,44.9,22.0,20.3
240537_s_at,5.5,14.1,6.7,16.3,7.5,5.9,5.8,11.0,11.5,19.6,1.4,7.4
240538_at,47.8,62.3,20.2,35.7,40.5,17.6,47.8,21.6,28.4,72.0,41.9,60.0
240539_at,14.2,4.6,5.8,8.5,3.3,3.3,1.7,7.0,2.8,15.7,23.0,1.7
240540_at,31.1,32.1,37.3,22.9,25.1,11.3,31.4,17.6,35.3,29.7,19.3,2.7
240541_at,11.6,2.6,20.7,1.7,2.1,1.8,2.6,12.9,4.5,16.2,1.8,8.9
240542_at,27.1,9.9,15.9,8.1,32.3,8.8,19.0,28.0,18.8,15.2,20.1,49.7
240543_at,6.2,10.0,5.4,18.5,4.0,9.1,5.1,4.0,26.3,17.8,12.9,4.5
240544_at,13.9,3.5,21.1,1.9,10.9,0.9,24.8,5.2,14.8,54.5,22.8,21.4
240545_at,15.6,1.5,25.7,2.0,3.3,2.2,1.9,3.0,2.0,1.3,1.1,3.4
240546_at,2.5,3.1,8.5,4.7,3.7,7.7,1.7,4.2,5.3,3.6,1.6,2.2
240547_at,59.9,52.1,33.2,34.7,5.7,33.7,31.2,32.2,39.5,25.0,30.0,62.1
240548_at,54.7,11.0,30.7,16.3,21.8,18.2,45.8,32.9,18.9,53.4,9.4,45.7
240549_at,27.6,31.9,49.5,35.9,35.3,28.3,25.7,45.6,49.8,31.0,36.5,36.7
240550_at,14.7,29.5,28.2,4.4,6.5,6.4,4.3,3.7,9.4,3.2,5.0,17.9
240551_at,1.2,2.2,22.3,3.7,6.5,0.8,3.5,3.6,3.9,1.4,2.0,5.7
240552_at,38.7,41.6,41.4,48.7,56.6,57.7,77.1,48.9,42.9,55.4,34.9,61.5
240553_at,1.5,2.6,2.3,1.8,1.8,1.5,4.8,1.8,3.8,5.1,2.7,1.9
240554_at,45.7,46.4,37.4,23.6,41.6,52.1,37.2,25.8,20.3,46.5,44.9,68.2
240555_at,2.0,2.8,3.5,6.3,4.2,9.4,20.4,7.4,1.6,5.3,16.2,1.6
240556_at,2.2,4.8,11.3,11.1,17.2,1.9,4.8,3.0,16.8,26.9,1.7,12.0
240557_at,66.6,51.5,57.1,32.8,59.3,68.2,36.8,56.7,37.8,41.0,56.3,58.5
240558_at,20.3,18.2,37.2,13.7,34.5,2.4,15.1,22.3,22.0,2.7,3.1,35.7
240559_at,15.7,48.6,32.4,35.6,48.9,12.3,20.1,2.6,2.5,18.7,17.8,14.4
240560_at,2.9,14.4,4.0,8.0,2.3,4.0,5.4,2.6,2.7,2.4,14.5,3.9
240561_at,38.0,23.3,16.6,3.1,1.2,4.8,16.6,27.1,2.0,18.4,28.7,7.1
240562_at,16.2,4.5,24.1,21.5,23.4,1.2,7.4,11.6,2.5,44.3,1.5,1.5
240563_at,19.8,5.8,0.9,1.3,1.0,11.1,1.8,13.7,19.0,1.9,2.9,1.2
240564_x_at,6.9,0.8,2.5,1.9,2.3,22.4,0.8,4.7,2.4,1.0,1.9,11.0
240565_at,3.1,42.2,15.0,20.4,9.0,18.9,36.7,14.7,30.2,47.5,17.0,37.0
240566_at,9.5,31.3,6.6,12.6,20.8,17.5,1.8,11.4,6.5,16.4,14.2,5.0
240567_at,5.7,17.6,35.8,10.4,21.1,12.4,7.5,12.8,19.3,4.1,11.6,16.2
240568_at,30.9,2.3,34.7,17.7,10.3,11.4,2.4,9.1,2.8,13.6,27.2,5.0
240569_at,20.2,20.5,5.8,17.0,35.4,2.3,22.3,39.5,22.4,17.1,14.6,5.3
240570_at,5.1,14.7,2.3,1.3,1.4,0.6,8.6,0.6,1.8,15.9,6.3,1.4
240571_at,9.3,23.3,4.8,2.8,8.5,19.0,3.1,32.8,3.1,2.1,2.6,19.4
240572_s_at,68.8,48.1,88.0,41.0,51.8,39.1,41.1,37.6,32.3,65.5,32.6,77.8
240573_at,21.1,16.1,33.3,8.4,18.0,23.5,18.2,8.5,10.8,22.2,17.0,28.2
240574_at,52.6,26.7,3.1,20.9,26.6,17.3,13.3,14.7,2.8,41.7,28.0,20.2
240575_at,1.3,1.1,2.1,23.8,4.1,1.8,1.1,4.4,2.1,9.6,2.4,3.6
240576_at,91.9,50.5,136.2,51.2,59.2,42.8,58.8,49.0,77.5,78.6,35.0,59.3
240577_at,12.4,30.2,14.4,32.7,38.1,2.4,6.0,3.0,3.8,30.6,14.1,3.7
240578_at,4.2,3.0,46.9,4.8,24.5,14.7,5.9,5.0,3.5,8.3,8.3,1.0
240579_at,35.2,38.9,14.5,18.0,25.0,1.1,5.1,4.5,2.6,1.6,25.4,7.2
240580_at,17.2,10.4,20.3,18.1,23.9,11.0,13.3,13.0,12.7,10.7,20.7,11.3
240581_at,5.0,14.5,11.1,10.5,12.2,15.2,1.7,1.3,1.0,2.6,11.8,2.8
240582_x_at,26.6,32.1,11.2,1.1,1.1,5.8,38.7,1.0,5.0,24.4,14.7,1.4
240583_at,2.1,7.1,36.9,3.8,30.3,13.7,44.7,30.2,19.4,29.6,34.7,8.2
240584_at,10.4,9.4,47.0,8.0,8.0,3.4,17.4,2.7,5.0,4.0,4.2,2.7
240585_at,3.0,3.7,16.7,2.0,10.3,1.7,1.0,2.6,17.1,10.5,1.0,1.9
240586_at,7.3,0.8,8.2,16.4,2.6,11.6,2.5,0.9,2.6,1.9,2.8,2.3
240587_x_at,19.6,9.9,6.5,4.2,37.1,3.4,33.0,12.4,22.6,8.3,21.6,26.3
240588_at,12.1,2.0,5.1,25.9,37.1,3.9,4.3,17.6,1.8,49.2,24.7,22.9
240589_at,17.1,11.8,7.0,3.5,17.3,3.8,35.5,19.7,4.5,35.6,22.3,4.4
240590_at,3.6,6.3,16.8,6.2,22.8,1.4,3.8,6.8,4.4,7.2,2.2,15.1
240591_at,18.1,2.9,5.1,1.8,2.0,2.3,3.2,2.2,2.5,5.0,1.7,1.8
240592_at,346.6,186.5,192.8,164.5,180.4,134.7,226.2,164.7,198.4,225.6,236.3,263.8
240593_x_at,31.1,21.4,20.6,25.8,9.0,13.2,17.6,8.8,25.6,27.5,7.9,21.8
240594_at,51.2,49.7,52.9,18.5,38.8,28.2,48.7,21.8,18.1,22.6,25.7,27.9
240595_at,8.8,26.4,23.5,37.0,33.9,33.4,55.0,26.0,34.8,24.5,24.5,16.2
240596_at,26.7,27.5,3.2,2.7,2.5,4.9,4.1,3.4,8.6,1.1,9.0,10.2
240597_at,11.5,1.9,33.8,23.1,30.2,15.6,15.9,2.6,3.6,43.3,0.7,15.1
240598_at,45.9,25.2,18.9,7.2,25.6,17.2,3.2,8.0,43.1,18.4,9.3,9.5
240599_x_at,2.1,24.4,46.1,2.8,9.2,2.5,3.8,8.1,2.0,37.6,10.2,2.9
240600_at,97.2,84.4,63.7,55.3,68.2,27.0,65.8,48.3,51.3,36.7,67.4,68.3
240601_at,47.2,29.1,21.9,34.2,30.5,12.7,15.5,33.4,20.5,36.4,23.6,26.5
240602_at,76.2,36.1,51.0,39.2,27.7,10.0,34.7,41.7,23.1,37.8,23.1,57.3
240603_s_at,21.5,18.1,15.7,15.9,0.8,21.4,17.6,21.5,18.0,13.5,16.3,18.7
240604_at,3.6,5.0,12.5,23.5,26.2,10.9,11.7,2.5,16.0,2.7,9.2,3.8
240605_at,33.4,3.1,1.6,14.6,33.4,23.2,16.6,23.2,19.3,1.0,17.6,12.6
240606_at,35.9,31.8,40.8,51.3,40.6,20.3,37.7,23.5,25.3,37.3,37.1,10.8
240607_at,61.4,73.0,19.1,36.3,94.8,29.9,18.2,29.0,54.4,122.1,63.3,43.1
240608_at,54.5,62.1,77.5,71.4,68.0,26.1,53.3,44.2,37.1,83.5,57.4,65.4
240609_at,4.1,29.7,6.5,22.4,7.8,13.3,47.3,11.1,21.5,30.6,20.9,26.7
240610_at,1.4,3.5,21.6,14.7,45.4,3.8,21.7,33.8,4.6,3.5,15.7,22.5
240611_at,4.3,3.8,4.2,6.2,8.0,2.4,14.4,2.9,2.4,3.0,3.3,2.3
240612_at,45.2,62.9,40.4,44.9,48.5,69.0,36.1,39.5,53.7,68.6,31.5,39.9
240613_at,25.3,45.1,55.2,7.5,8.6,16.8,12.0,6.9,17.4,18.3,31.9,22.1
240614_at,3.5,1.9,14.9,10.5,0.9,13.2,0.8,23.8,2.1,12.3,0.6,0.8
240615_at,3.2,8.3,42.0,0.9,1.8,4.7,2.2,27.0,34.8,28.1,25.5,7.2
